Construct IDs,p65 Average Z-score,VP64 Average Z-score,olfactory_gene
ADAMTS15,-0.19113031931403057,-0.4549240154647547,False
ADAMTS16,0.15850451920964234,-0.2883936033184733,False
ADAMTS17,-0.33218459184589655,0.12134660261452405,False
ADAMTS18,-0.3547951798334718,-0.6075513550224071,False
ADAMTS19,0.7095522460979649,0.2709081244824655,False
ADAMTS2,0.11215390632263716,-0.6675932642376939,False
ADAMTS20,0.10354851190059655,0.17899201788762698,False
ADAMTS3,0.009995818107879788,-0.19376036532831648,False
ADAMTS4,0.30521211300850315,0.02947229108143962,False
ADAMTS5,-0.41158333340032316,-0.8114011232278423,False
ADAMTS6,-1.2443821599806937,-1.094281811985987,False
ADAMTS7,-0.38606882321568126,0.17938654934188425,False
ADAMTS8,-0.542509651295747,-0.4586458927953375,False
ADAMTSL1,-1.6505369953147655,-2.022260770391539,False
ADAMTSL2,-0.047278811659057035,0.06040967726782748,False
ADAMTSL3,-0.43135782277277857,-0.5594667609644641,False
ADAMTSL4,-0.26982287755630796,-0.42718946573378136,False
ADAMTSL5,1.0434298310846157,0.6190663049979128,False
ADAP1,-0.8216186747973679,-0.9436704911480249,False
ADAP2,-1.1585481364279377,-1.4828436507153038,False
ADARB1,-0.9724959531485132,-1.6984990639761093,False
ADARB2,-0.3717485055586473,-0.009253250490330323,False
ADAT1,-0.2055650450756477,-0.4961934023054306,False
ADAT2,0.2994848836316301,0.19400830750138928,False
ADCK1,-0.19298838970596804,-0.7559507602440222,False
ADCK2,0.4147726363952733,-0.30861842254236727,False
ADCK5,-0.19254966956384234,-0.41187629345273913,False
ADCY1,0.1807891724860818,-0.20538151368562954,False
ADCY10,0.28200358939739,0.5543565527106449,False
ADCY2,-0.20140540085940056,0.11326420990431822,False
ADCY3,0.28088577702470197,0.39379569810140913,False
ADCY4,-0.04192515754417081,0.09233943911171494,False
ADCY5,-0.38459994207395504,-1.4239672033177548,False
ADCY6,-0.2703929200200602,-0.534342886784874,False
ADCY7,0.12368328113797776,-0.519434754928712,False
ADCY8,-0.3347700988834428,-0.38027072803808964,False
ADCY9,0.014500521644634765,0.06565825537135866,False
ADCYAP1,-0.7159221998117549,-0.29292665416872576,False
ADCYAP1R1,-1.3577479080418866,-1.8991589408093097,False
ADD1,-0.8337647569381633,-1.3063422367870272,False
ADD2,-0.7351830851610575,-0.22522172594844675,False
ADGB,-0.020591295838475132,-0.14888185147155852,False
ADGRA1,-0.40522696942460795,0.003800657263564461,False
ADGRA2,-0.3662751862579707,-0.10694695105065288,False
ADGRA3,0.17278125827024343,-0.3258764402508918,False
ADGRB2,-0.15851714465435102,-0.32614839102435095,False
ADGRB3,-0.5608041107309134,-0.14607232850332758,False
ADGRD1,-0.3177542624190955,0.062297882170268076,False
ADGRD2,0.20780204506225397,0.1335067282482051,False
ADGRE1,-0.7490521270286503,0.495106576045329,False
ADGRE2,-0.09204691433843128,-0.8426777129054474,False
ADGRE3,-0.30406210389548743,-0.35125521243020236,False
ADGRE5,-0.18194454097759716,-0.5537883121486817,False
ADGRF1,-0.11278715731424548,-0.02150274385665324,False
ADGRF2,0.28581991117451794,0.3939453307603982,False
ADGRF3,0.06913728563424933,-0.6729580346683539,False
ADGRF4,-0.04293355680031563,0.07079267436132,False
ADGRF5,-0.8072876877631425,-0.21472921593756492,False
ADGRG1,0.36352369635145443,0.2036580057455761,False
ADGRG2,0.7128013122170583,0.9393024972096753,False
ADGRG3,-1.9482401555264057,-0.7979030988594598,False
ADGRG5,0.30612306991957083,0.5500100704740319,False
ADGRG6,-0.12540730281452347,-1.0857165796209862,False
ADGRG7,-0.22970777407732157,-0.33735951831250294,False
ADGRL1,-0.3047651921434915,0.189715255346959,False
ADGRL2,-1.087605160052989,-1.9164850126220432,False
ADGRL3,-0.06374216666433097,0.0332922911140424,False
ADGRL4,-0.017681642841966994,0.0012412419295013688,False
ADGRV1,0.8966920273462577,0.8798452643550354,False
ADH1A,0.6663388694737954,0.9918309894781114,False
ADH1B,0.36812607027957395,0.910891346841814,False
ADH1C,-0.8701390363892976,-0.6403091055598821,False
ADH4,0.6643230325509667,0.7606954912155682,False
ADH5,-0.6056993996761086,-1.2318571437467138,False
ADH6,0.849428422566909,0.6804513035711022,False
ADH7,0.011735010677205227,-0.2211625730860257,False
ADHFE1,-0.43662629998249647,-0.33356764843861453,False
ADI1,0.2486882121456782,-0.3834929603369705,False
ADIG,0.9104658566327088,0.7933645464605167,False
ADIPOQ,-0.4515121274791749,-0.24743592862322794,False
ADIPOR1,0.6595459937250029,0.788894985173191,False
ADIPOR2,-0.42123601634028784,-0.6790518972873675,False
ADIRF,-0.3021585965553629,0.7719519111600868,False
ADK,-1.359543305936199,-1.2221547625842801,False
ADM,-0.0638995271818193,0.36966291751350755,False
ADM2,-0.0292976345539665,-0.30465812965036015,False
ADM5,0.5039966647001554,0.3383406874204832,False
ADNP,0.1962381878164749,-0.07727350600177463,False
ADNP2,0.06270054119910995,0.50696015315451,False
ADO,-0.3037679525702926,-0.7514745752065379,False
ADORA1,0.17803860300479368,0.3197338831823219,False
ADORA2A,-0.22063916516070475,-0.07589148241946098,False
ADORA2B,0.49388003755548365,-0.014989862841908487,False
ADORA3,1.144303279130224,0.9415736893201201,False
ADPGK,-1.29681686969296,-0.849911593146865,False
ADPRH,-0.018267359303962317,-1.0916341759034807,False
ADPRHL1,-0.39888348967315074,-0.023775114591616145,False
ADPRM,0.11496736182168502,0.25888461252312256,False
ADPRS,-1.9557331791551646,-1.5227621147018247,False
ADRA1A,0.07453429846856635,-0.13415111478554392,False
ADRA1B,-2.146194069939523,-1.5703413493704466,False
ADRA1D,-0.21034394179166732,-0.4315927111371721,False
ADRA2A,-0.04788046274402147,0.22915147154364568,False
ADRA2B,0.9903170786507001,0.570416117097351,False
ADRA2C,-0.2893157524886419,0.2251238299109372,False
ADRB1,0.47889055862679286,0.2745214632336138,False
ADRB2,-0.18680186326922188,-0.1851470060924327,False
ADRB3,0.5885448941069908,0.1304046000567557,False
ADRM1,0.2063500857210627,0.18789342453590246,False
ADSL,-0.6697865097833068,-0.761550697674976,False
ADSS2,-0.5617652665938084,-0.7696362659127199,False
ADTRP,-0.5234250326564729,-0.26465208296927456,False
AEBP1,-0.3498306730591646,0.8978237568071221,False
AEBP2,-0.135748209794418,-0.778615897179644,False
AEN,0.09016645283360167,-0.5569914607550781,False
AFAP1,-0.6592670206435737,-0.7067755223681118,False
AFAP1L2,-0.36275819955126176,-0.3645533641687868,False
AFDN,-0.8113878973852953,-0.4689009631050426,False
AFF1,-0.21411883937974963,-0.88591935550305,False
AFF2,0.03014862494022623,-0.13704965136574376,False
AFF3,0.5332787786340846,0.8913186796773085,False
AFF4,0.21146859126292147,-0.33319251284595364,False
AFG1L,0.45367290826787454,-0.3426011437818273,False
AFG3L2,-0.30098550760119597,-1.3181697185420638,False
AFM,0.1396487664116104,0.4698944066234019,False
AFMID,-1.3368881355452986,-0.8461212229139016,False
AFP,-0.014859064552489892,-0.24446834370696985,False
AFTPH,0.5264220711136702,-0.41902906777942983,False
AGA,-0.20425629624890052,-0.848559707170182,False
AGAP2,-0.2398836972958549,-1.0472105289187599,False
AGAP3,-0.6882635288514942,-0.15093020925231798,False
AGAP4,0.3429019986024731,-0.020690795408994184,False
AGAP5,-0.9541338011689382,-0.5062023837255889,False
AGAP6,0.7686822175085809,0.8643717056830846,False
AGAP9,0.5445244662486336,1.4834228764162294,False
AGBL1,0.3872186051625864,-0.07286638028930653,False
AGBL2,0.1925591643035109,0.4482278406478246,False
AGBL3,0.3085409820859428,0.3020726962557178,False
AGBL4,-0.2884551211031634,-0.419876763316732,False
AGBL5,-0.40525035284414207,-0.6203341702319755,False
AGER,-0.01187589263215888,-0.9733039865731492,False
AGFG1,-0.15118340074926817,0.10693904803232854,False
AGFG2,0.3979263566708874,0.8954176805547425,False
AGGF1,-0.706650398554037,-0.5276588737221062,False
AGK,-1.3278811141625841,-1.137057967307587,False
AGL,-0.0685076878787193,0.3913635515712432,False
AGMAT,0.25712138343740626,0.6513761554451456,False
AGMO,-0.05589885361427496,-0.519909154500731,False
AGO1,-0.4937011133799808,-0.4734863419577223,False
AGO2,-0.1250336722989921,-0.16687271542684656,False
AGO3,0.28199451146920695,0.14235223598176105,False
AGO4,-0.13021056613619025,-0.22558930485400072,False
AGPAT1,-0.6625265624906709,-0.10500229098721345,False
AGPAT2,-0.9002721153261818,-1.4205992389320135,False
AGPAT3,-1.346922523967896,-1.870951782711839,False
AGPAT4,0.06853089146186896,-0.3720880304303796,False
AGPAT5,0.3518744626788387,0.13762375293981446,False
AGPS,-0.11700226857240414,-0.3117094769937319,False
AGR2,-0.3657459269831871,-0.15825481253582677,False
AGR3,-0.12452749858037514,0.012225846665692902,False
AGRN,-0.16019077720780675,-0.6081390750073323,False
AGRP,0.2992171712364482,0.32749926492041204,False
AGT,-0.11553632784919687,-0.41070714101253813,False
AGTPBP1,-0.23470805630333147,-0.8327984273734328,False
AGTR1,-0.46534349775859235,0.020545748436903266,False
AGTR2,-0.47588768207842036,-0.31049283604892947,False
AGTRAP,0.3180430112280175,1.171827342080025,False
AGXT,-1.7460697524700537,-1.7310430734221727,False
AGXT2,0.5657244270647195,1.181836914069531,False
AHCTF1,-0.737989549532276,-0.5340306461742746,False
AHCY,-1.6313491394158568,-2.0078415570688533,False
AHCYL1,-0.24743763261395868,-0.6275502829734552,False
AHCYL2,0.7258945234862023,-0.18300306389432758,False
AHDC1,1.1315391264756864,0.2587470949032865,False
AHI1,0.5078595999051408,1.0934414731480953,False
AHNAK,-0.03304500720957841,0.12734887500617026,False
AHNAK2,0.3899831543429491,0.4230071180708978,False
AHR,-3.4322832394748675,-4.7965492810181845,False
AHRR,-0.4755951498016647,0.02484510363071435,False
AHSA1,-0.7567695159102115,-0.5876309764882893,False
AHSG,1.608752239481862,0.5607566121498613,False
AHSP,0.8998660428983491,0.75244333795794,False
AICDA,0.8885627381731042,0.781532419241889,False
AIF1,0.1701266513212576,-0.05177636427748385,False
AIF1L,-1.5151520311698015,-1.493152817262433,False
AIFM1,-0.11950861785203784,0.1693808100665458,False
AIFM2,-0.925960491998627,-0.9258100361928059,False
AIFM3,0.029178527754392947,0.0557713058662134,False
AIG1,-0.10213420173980645,0.406701339845702,False
AIM2,-0.7119520763996767,-0.006120168551037912,False
AIMP1,-0.2043041423670693,0.24356753036188888,False
AIP,-0.3235664265606541,-0.5934442995982496,False
AIPL1,0.14156035912342577,0.30756285853071097,False
AIRE,0.6694858404431943,0.8960788412265509,False
AJAP1,-0.3095821370643892,-0.9017441005514066,False
AJM1,0.7243967644355667,0.8786984073140245,False
AJUBA,-0.29036316618486474,0.16769923551491303,False
AK1,-0.699592289405622,-0.6695231090209816,False
AK2,-0.48280488355188744,-0.2652746538099194,False
AK3,-0.49017317240446245,0.022410979435202316,False
AK4,-0.23874815234402444,0.035409392486661556,False
AK5,0.5042122114744633,-0.20694592262686426,False
AK6,0.5134576303313163,0.3848326967551626,False
AK7,-0.228577074423074,-0.5735893478519404,False
AK8,-1.464982494328561,-0.17511949707446353,False
AK9,-0.10219862166359675,0.007506224861345445,False
AKAIN1,-0.700506788185929,-0.821234995752916,False
AKAP1,0.5121341283239728,0.7842691270468815,False
AKAP10,0.21890349443555376,-0.3929162348299564,False
AKAP11,-2.407581268518434,-1.6983159309881546,False
AKAP12,-0.10904384159821545,0.6111246944405981,False
AKAP13,-0.2415063168839311,-0.5809453357487253,False
AKAP14,-0.4051285894938901,-0.07378559111300342,False
AKAP17A,-2.599740343852908,-2.8994955811398015,False
AKAP3,0.6109249920846702,-0.626179834840334,False
AKAP4,-0.026085964580921134,0.050370703641369585,False
AKAP5,-0.26871051476821595,-0.3558870929917505,False
AKAP6,-0.1001593399063009,0.13325590350505023,False
AKAP7,-1.0965690932567456,-0.9947429835592844,False
AKAP8,-0.26534183152075286,-0.7637573893640303,False
AKAP8L,0.26570398827227115,0.07789197930061376,False
AKAP9,0.2703895244774738,0.03534786827831349,False
AKIP1,-0.45490437314750265,-0.31926720283907034,False
AKIRIN1,0.03775484133523189,-0.07979442390329818,False
AKIRIN2,-1.5080206900440474,-1.7549842561395206,False
AKNA,0.8581020600209891,0.46970222232866427,False
AKNAD1,-0.0030734026097782863,0.515794706333831,False
AKR1A1,0.24577766038094367,-0.12456489126268276,False
AKR1B1,-0.4999250494683675,-0.8752190127364532,False
AKR1B10,-0.7423869959061072,0.14007480082456716,False
AKR1B15,-1.3271921281895058,-1.5459023236309712,False
AKR1C1,-0.7693078318962988,-0.32984092863381687,False
AKR1C3,0.292008986305505,0.40037055914553416,False
AKR1C4,-0.06851804752581594,0.04816672992743169,False
AKR1C8,-0.013941164336539996,0.4954532257540236,False
AKR1D1,-0.3562768161289539,-0.01829339229205801,False
AKR1E2,0.20635928891737643,0.5647806595416661,False
AKR7A3,0.42237881282033013,-0.44705241262941275,False
AKT1,-0.8424926918620544,-1.07838830163226,False
AKT2,0.027733877789407668,-0.31937020924294507,False
AKT3,-0.24417435236120452,-0.4605875704063509,False
AKTIP,0.14774365141753606,0.8100245793197992,False
ALAD,0.13100292122728183,-0.32860017320151236,False
ALAS1,-0.25269015456819677,0.05000805828950574,False
ALAS2,-0.0667883752460117,-0.15258900659024183,False
ALB,0.6681577692949396,0.36396323931378693,False
ALCAM,0.041165575954228206,-0.2444842092361192,False
ALDH18A1,0.4350743944117221,0.3184800918622114,False
ALDH1A1,-0.06828902667516612,-0.11773233933694277,False
ALDH1A2,-0.6613285139963175,-0.9999916297152163,False
ALDH1A3,-0.8866765386905298,-0.3164221589208229,False
ALDH1B1,-0.23164043558042138,-0.0842577978207652,False
ALDH1L1,-0.2978256760285395,0.1994016879875552,False
ALDH1L2,-0.15664804960010054,0.213183832685559,False
ALDH2,-0.02996250648624521,-0.3719291199403064,False
ALDH3A1,0.13036504657089032,0.14005406785366406,False
ALDH3A2,-0.11481297310403965,0.11319995929012272,False
ALDH3B1,0.9240997581392001,0.814815245269138,False
