Construct IDs,p65 Average Z-score,VP64 Average Z-score,olfactory_gene
A1BG,-0.5104499089352317,-0.9230034183366842,False
A1CF,0.12945694430563068,0.1638371258359464,False
A2M,2.2498235507842743,2.026072864437036,False
A2ML1,-0.6194887718661491,-0.16297101280742166,False
A3GALT2,-0.27019423753529753,-0.4554320203239375,False
A4GALT,0.6674011806613289,-0.4004091401037435,False
A4GNT,1.0597599784905443,1.1471362976916306,False
AAAS,0.5165872602695398,0.21907719173101936,False
AACS,-0.004497678823955027,-0.2876708137712128,False
AADAC,-0.08319547982186844,-0.3843829589808238,False
AADACL2,-1.282658132220157,-0.536008090794612,False
AADACL3,0.16392745580796703,-0.22186272211885616,False
AADACL4,-0.21594940376472466,-0.04419572200801706,False
AADAT,0.07361728874160117,0.04603039495786064,False
AAK1,-0.4731663934021736,-0.7386995116305788,False
AAMDC,0.5919476477443402,-0.19981011139419352,False
AAMP,0.6558879687805083,0.15599156693654015,False
AANAT,-0.31777463169420206,-0.014336714807811075,False
AARD,-0.523545104567206,-0.5358311639953917,False
AARS1,0.6505447607145126,-0.022284709879410322,False
AARS2,-0.05000382707771925,0.07658406547749838,False
AARSD1,1.006405918069459,0.24232859369538223,False
AASDH,-0.992726453393268,-1.281555715706829,False
AASS,0.2434463605287298,-0.010383600774719559,False
AATF,0.45797923366740223,0.23241515168406937,False
AATK,0.3002024073526054,0.13956059643271534,False
ABAT,-0.5387152185751902,-0.29030136466095324,False
ABCA1,0.9921255087816747,0.6714510108769115,False
ABCA10,0.03831939334511292,0.3626426692831003,False
ABCA12,0.6677229466049537,0.07829972159351453,False
ABCA13,-0.0009247845120426423,0.5207015234399721,False
ABCA2,0.005163490228798223,0.3306354462318456,False
ABCA3,-0.2384973583798177,-0.15793057249712358,False
ABCA4,0.7240453575681448,-0.3838421463307131,False
ABCA5,0.37218591449041744,0.4868600234625672,False
ABCA6,0.5144645005563935,0.4768113058116419,False
ABCA7,0.1195036783722424,-0.04070154165414713,False
ABCA8,-0.43541697830763065,-0.07919927489504028,False
ABCA9,1.2068085545538891,0.6974277778254379,False
ABCB1,2.1551053217300535,1.6501299312315254,False
ABCB10,0.047000199185371794,-0.21764234267241028,False
ABCB11,0.09699339397249836,0.2324450533621557,False
ABCB4,0.1445769870468727,0.11612788658712025,False
ABCB5,-0.3707614107932208,-0.10769525239339295,False
ABCB6,-0.10747442565868046,-0.015095079843402037,False
ABCB7,0.10980688187066424,0.6498854986690563,False
ABCB8,0.39885954733792595,-0.021630853095334773,False
ABCB9,0.0032969785611917934,0.2880172494037477,False
ABCC1,-0.9758399521342906,-1.1028426572932344,False
ABCC10,1.9684799604323546,-0.026339707893956815,False
ABCC11,2.021115437009913,1.2254312028375836,False
ABCC12,0.0650289447768632,0.1982159611577414,False
ABCC2,-0.683776792313357,0.42467513342746654,False
ABCC3,0.43907360151285213,-0.06670916070158993,False
ABCC4,-0.5479447815742483,-0.42642805476897805,False
ABCC5,-0.07309610412914924,0.0427169224219191,False
ABCC6,0.050856495920037076,0.44530557148467326,False
ABCC8,0.8392876598918293,0.5566428155036349,False
ABCC9,-0.6585392630152291,-0.32303695269420507,False
ABCD1,-0.30138270872941636,0.1142821931557243,False
ABCD2,-0.782115809516887,-0.7066512556502953,False
ABCD3,-0.3096970302089644,0.055827546623930926,False
ABCD4,0.7755021745475054,0.8603192676214213,False
ABCF1,-0.5733384618337541,-0.904815376895453,False
ABCF2,-0.16408897331366828,-0.4177091575934032,False
ABCF3,-0.19453845602884384,-0.3440652084480364,False
ABCG2,0.773977803628392,0.6726331923162782,False
ABCG4,-0.09849908085676953,-0.21102999692314728,False
ABCG5,0.3484404685108499,0.6179682352387165,False
ABHD1,0.28436694221183206,-0.1999015508428272,False
ABHD10,0.16536756040342288,0.24689777655043116,False
ABHD11,-0.7878260062869702,-0.9707181193839074,False
ABHD12,0.08741653604800259,-0.11303944149287355,False
ABHD12B,0.07507644497238852,1.2016917857837581,False
ABHD13,0.6839971938550501,0.3523609001717966,False
ABHD14A-ACY1,0.6063799607946186,0.12964578796585785,False
ABHD14B,0.1790663407021184,0.15423933022685227,False
ABHD16A,-0.19362587306983137,-0.3194104819480382,False
ABHD16B,-0.058398298914644556,-0.3703089563323201,False
ABHD17A,0.6653000631141124,0.680578939811823,False
ABHD17B,0.5275949803913383,0.3688785259564885,False
ABHD17C,0.2943607795625275,-0.11301913975486685,False
ABHD2,0.2572524017767859,-0.10880521900025653,False
ABHD3,-0.012331464006229975,-0.6196262746676405,False
ABHD4,0.2721554895176135,-0.36787359052337776,False
